appid,name,release_date,required_age,price,dlc_count,categories,genres,user_score,positive,negative,tags,review_text,explicit_expectations,has_explicit,expectations,dominant_aspect,dominant_sentiment
548430,Deep Rock Galactic,2020-05-13,0,29.99,13,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],0,326096,9180,"{'Dwarf': 6314, 'Co-op': 2475, 'PvE': 2102, 'FPS': 1967, 'Procedural Generation': 1827, 'Class-Based': 1766, 'Shooter': 1756, 'Exploration': 1729, 'First-Person': 1670, 'Loot': 1591, 'Sci-fi': 1561, 'Space': 1522, 'Action': 1509, 'Atmospheric': 1444, 'Looter Shooter': 1415, 'Combat': 1394, 'Survival': 1295, 'Horror': 1245, 'Dark': 1219, 'Action Roguelike': 1177}",Spelunking co-operative goodness. It's a winner.,[],False,[],,
548430,Deep Rock Galactic,2020-05-13,0,29.99,13,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],0,326096,9180,"{'Dwarf': 6314, 'Co-op': 2475, 'PvE': 2102, 'FPS': 1967, 'Procedural Generation': 1827, 'Class-Based': 1766, 'Shooter': 1756, 'Exploration': 1729, 'First-Person': 1670, 'Loot': 1591, 'Sci-fi': 1561, 'Space': 1522, 'Action': 1509, 'Atmospheric': 1444, 'Looter Shooter': 1415, 'Combat': 1394, 'Survival': 1295, 'Horror': 1245, 'Dark': 1219, 'Action Roguelike': 1177}",Deep Rock Galactic Is A Cooperative Blast,[],False,[],,
275850,No Man's Sky,2016-08-12,0,59.99,1,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']","['Action', 'Adventure']",0,287427,59294,"{'Open World': 5338, 'Open World Survival Craft': 5092, 'Space': 5030, 'Exploration': 4807, 'Sci-fi': 3863, 'Survival': 3444, 'Procedural Generation': 3211, 'Adventure': 3102, 'First-Person': 2979, 'Sandbox': 2891, 'Multiplayer': 2890, 'Singleplayer': 2783, 'Atmospheric': 2169, 'Crafting': 2121, 'Space Sim': 2093, 'Indie': 1646, 'Action': 1440, 'Simulation': 1168, 'FPS': 1047, 'VR': 975}",utterly breathtaking,[],False,[],,
275850,No Man's Sky,2016-08-12,0,59.99,1,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']","['Action', 'Adventure']",0,287427,59294,"{'Open World': 5338, 'Open World Survival Craft': 5092, 'Space': 5030, 'Exploration': 4807, 'Sci-fi': 3863, 'Survival': 3444, 'Procedural Generation': 3211, 'Adventure': 3102, 'First-Person': 2979, 'Sandbox': 2891, 'Multiplayer': 2890, 'Singleplayer': 2783, 'Atmospheric': 2169, 'Crafting': 2121, 'Space Sim': 2093, 'Indie': 1646, 'Action': 1440, 'Simulation': 1168, 'FPS': 1047, 'VR': 975}","Soulful, technically proficient and at times almost tearfully beautiful",[],False,[],,
374320,DARK SOULS™ III,2016-04-11,17,59.99,3,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],0,383471,23127,"{'Souls-like': 9532, 'Dark Fantasy': 7859, 'Difficult': 6932, 'RPG': 5923, 'Atmospheric': 5281, 'Lore-Rich': 4518, 'Third Person': 4245, 'Exploration': 3779, 'Story Rich': 3754, 'Action RPG': 3553, 'Co-op': 3482, 'Great Soundtrack': 3398, 'Adventure': 3286, 'Action': 3271, 'Multiplayer': 3189, 'PvP': 3151, 'Open World': 3063, 'Singleplayer': 2406, 'Replay Value': 1909, 'Character Customization': 1908}",Dark Souls 3's incredible world and awe-inspiring weapon arts make it the fiercest installment yet.,"[{'expectation': 'arts make', 'aspect': 'graphics'}]",True,"[{'aspect': 'graphics', 'sentiment': 'neutral'}]",graphics,neutral
374320,DARK SOULS™ III,2016-04-11,17,59.99,3,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],0,383471,23127,"{'Souls-like': 9532, 'Dark Fantasy': 7859, 'Difficult': 6932, 'RPG': 5923, 'Atmospheric': 5281, 'Lore-Rich': 4518, 'Third Person': 4245, 'Exploration': 3779, 'Story Rich': 3754, 'Action RPG': 3553, 'Co-op': 3482, 'Great Soundtrack': 3398, 'Adventure': 3286, 'Action': 3271, 'Multiplayer': 3189, 'PvP': 3151, 'Open World': 3063, 'Singleplayer': 2406, 'Replay Value': 1909, 'Character Customization': 1908}","Sprawling level design, thrilling combat, and masterful indirect storytelling make Dark Souls 3 the best Dark Souls yet.","[{'expectation': 'Sprawling level', 'aspect': 'progression'}, {'expectation': 'Sprawling level design', 'aspect': 'progression'}, {'expectation': 'indirect storytelling', 'aspect': 'story'}, {'expectation': 'storytelling make', 'aspect': 'story'}]",True,"[{'aspect': 'progression', 'sentiment': 'positive'}, {'aspect': 'progression', 'sentiment': 'positive'}, {'aspect': 'story', 'sentiment': 'positive'}, {'aspect': 'story', 'sentiment': 'positive'}]",progression,positive
374320,DARK SOULS™ III,2016-04-11,17,59.99,3,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['Action'],0,383471,23127,"{'Souls-like': 9532, 'Dark Fantasy': 7859, 'Difficult': 6932, 'RPG': 5923, 'Atmospheric': 5281, 'Lore-Rich': 4518, 'Third Person': 4245, 'Exploration': 3779, 'Story Rich': 3754, 'Action RPG': 3553, 'Co-op': 3482, 'Great Soundtrack': 3398, 'Adventure': 3286, 'Action': 3271, 'Multiplayer': 3189, 'PvP': 3151, 'Open World': 3063, 'Singleplayer': 2406, 'Replay Value': 1909, 'Character Customization': 1908}","Dark Souls III successfully replicates the winning formula of the Souls series, a wondrous combination of majestic boss battles, incredible layered environments full of secrets, and precise combat that can make other action RPGs difficult to play once you’ve mastered the art.","[{'expectation': 'wondrous combination', 'aspect': 'gameplay'}, {'expectation': 'majestic boss', 'aspect': 'gameplay'}, {'expectation': 'majestic boss battles', 'aspect': 'gameplay'}, {'expectation': 'layered environments', 'aspect': 'graphics'}, {'expectation': 'environments full', 'aspect': 'graphics'}, {'expectation': 'precise combat', 'aspect': 'gameplay'}, {'expectation': 'other action RPGs', 'aspect': 'gameplay'}, {'expectation': 'RPGs difficult', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'graphics', 'sentiment': 'positive'}, {'aspect': 'graphics', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
377160,Fallout 4,2015-11-09,17,19.99,9,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['RPG'],0,321613,65817,"{'Open World': 9834, 'Post-apocalyptic': 8661, 'Singleplayer': 6818, 'Exploration': 6745, 'RPG': 6248, 'Adventure': 5136, 'Atmospheric': 5073, 'Shooter': 4883, 'First-Person': 4440, 'Story Rich': 4314, 'Action': 3748, 'Sci-fi': 3699, 'FPS': 3689, 'Action RPG': 3298, 'Sandbox': 3287, 'Great Soundtrack': 2996, 'Survival': 2928, 'Third Person': 2927, 'Third-Person Shooter': 2328, 'Character Customization': 1370}",An Open-World Masterpiece,[],False,[],,
377160,Fallout 4,2015-11-09,17,19.99,9,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",['RPG'],0,321613,65817,"{'Open World': 9834, 'Post-apocalyptic': 8661, 'Singleplayer': 6818, 'Exploration': 6745, 'RPG': 6248, 'Adventure': 5136, 'Atmospheric': 5073, 'Shooter': 4883, 'First-Person': 4440, 'Story Rich': 4314, 'Action': 3748, 'Sci-fi': 3699, 'FPS': 3689, 'Action RPG': 3298, 'Sandbox': 3287, 'Great Soundtrack': 2996, 'Survival': 2928, 'Third Person': 2927, 'Third-Person Shooter': 2328, 'Character Customization': 1370}",Best Game Ever,[],False,[],,
1145360,Hades,2020-09-17,0,24.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie', 'RPG']",0,271755,4795,"{'Action Roguelike': 1298, 'Rogue-lite': 933, 'Hack and Slash': 916, 'Indie': 902, 'Mythology': 852, 'Action': 806, 'Rogue-like': 729, 'Great Soundtrack': 685, 'Singleplayer': 685, 'Story Rich': 649, 'RPG': 643, 'Dungeon Crawler': 625, 'Replay Value': 557, 'Isometric': 425, 'Difficult': 389, 'Action RPG': 298, 'Hand-drawn': 292, 'Atmospheric': 278, 'Perma Death': 99, 'Souls-like': 86}","Hades is a one-of-a-kind rogue-lite that does a brilliant job of marrying its fast-paced action with its persistent, progressing story through a vividly reimagined Greek mythological underworld.",[],True,[],,
1145360,Hades,2020-09-17,0,24.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie', 'RPG']",0,271755,4795,"{'Action Roguelike': 1298, 'Rogue-lite': 933, 'Hack and Slash': 916, 'Indie': 902, 'Mythology': 852, 'Action': 806, 'Rogue-like': 729, 'Great Soundtrack': 685, 'Singleplayer': 685, 'Story Rich': 649, 'RPG': 643, 'Dungeon Crawler': 625, 'Replay Value': 557, 'Isometric': 425, 'Difficult': 389, 'Action RPG': 298, 'Hand-drawn': 292, 'Atmospheric': 278, 'Perma Death': 99, 'Souls-like': 86}",Hades is one of the best roguelites of all-time.,[],False,[],,
1145360,Hades,2020-09-17,0,24.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie', 'RPG']",0,271755,4795,"{'Action Roguelike': 1298, 'Rogue-lite': 933, 'Hack and Slash': 916, 'Indie': 902, 'Mythology': 852, 'Action': 806, 'Rogue-like': 729, 'Great Soundtrack': 685, 'Singleplayer': 685, 'Story Rich': 649, 'RPG': 643, 'Dungeon Crawler': 625, 'Replay Value': 557, 'Isometric': 425, 'Difficult': 389, 'Action RPG': 298, 'Hand-drawn': 292, 'Atmospheric': 278, 'Perma Death': 99, 'Souls-like': 86}",It's hard to imagine anyone other than Supergiant pulling off this Herculean feat with such style.,"[{'expectation': 'such style', 'aspect': 'graphics'}]",True,"[{'aspect': 'graphics', 'sentiment': 'positive'}]",graphics,positive
251570,7 Days to Die,2024-07-25,0,29.24,1,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,322283,41459,"{'Survival': 6898, 'Zombies': 5233, 'Multiplayer': 4869, 'Open World': 4827, 'Open World Survival Craft': 4775, 'Base-Building': 4366, 'Voxel': 4261, 'Post-apocalyptic': 4240, 'Online Co-Op': 4184, 'Building': 4043, 'Exploration': 4027, 'Sandbox': 3962, 'FPS': 3809, 'Simulation': 3786, 'Character Customization': 3693, 'Tower Defense': 3683, 'Action': 3683, 'Strategy': 3677, 'Horror': 3654, 'Procedural Generation': 3648}","This game is the best Zombie FPS that I have ever played, it has a great mix of building and survival.",[],False,[],,
251570,7 Days to Die,2024-07-25,0,29.24,1,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,322283,41459,"{'Survival': 6898, 'Zombies': 5233, 'Multiplayer': 4869, 'Open World': 4827, 'Open World Survival Craft': 4775, 'Base-Building': 4366, 'Voxel': 4261, 'Post-apocalyptic': 4240, 'Online Co-Op': 4184, 'Building': 4043, 'Exploration': 4027, 'Sandbox': 3962, 'FPS': 3809, 'Simulation': 3786, 'Character Customization': 3693, 'Tower Defense': 3683, 'Action': 3683, 'Strategy': 3677, 'Horror': 3654, 'Procedural Generation': 3648}",7 Days to Die is like Minecraft with Gravity. Building defenses with friends and huddling in the corner hoping no zombies get through can be great fun. But what keeps me coming back to the game is the TNT.,[],False,[],,
251570,7 Days to Die,2024-07-25,0,29.24,1,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,322283,41459,"{'Survival': 6898, 'Zombies': 5233, 'Multiplayer': 4869, 'Open World': 4827, 'Open World Survival Craft': 4775, 'Base-Building': 4366, 'Voxel': 4261, 'Post-apocalyptic': 4240, 'Online Co-Op': 4184, 'Building': 4043, 'Exploration': 4027, 'Sandbox': 3962, 'FPS': 3809, 'Simulation': 3786, 'Character Customization': 3693, 'Tower Defense': 3683, 'Action': 3683, 'Strategy': 3677, 'Horror': 3654, 'Procedural Generation': 3648}","7 Days to Die looks genuinely impressive, and I can’t see this not making a huge impact when it arrives.","[{'expectation': 'huge impact', 'aspect': 'graphics'}]",True,"[{'aspect': 'graphics', 'sentiment': 'positive'}]",graphics,positive
2767030,Marvel Rivals,2024-12-05,0,0.0,0,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0,0,0,[],It’s all unequivocally stylish to boot,[],False,[],,
2767030,Marvel Rivals,2024-12-05,0,0.0,0,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0,0,0,[],Marvel Rivals Makes Cross Play Refreshingly Simple,[],True,[],,
2767030,Marvel Rivals,2024-12-05,0,0.0,0,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0,0,0,[],Marvel Rivals is a wildly entertaining hero shooter and one of the best games that the genre has to offer,"[{'expectation': 'best games', 'aspect': 'gameplay'}, {'expectation': 'genre has', 'aspect': 'innovation'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'innovation', 'sentiment': 'positive'}]",gameplay,positive
238960,Path of Exile,2013-10-23,0,0.0,0,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play']",0,208341,25016,"{'Free to Play': 17278, 'Dark Fantasy': 3953, 'Action RPG': 3877, 'Hack and Slash': 3540, 'Loot': 3178, 'MMORPG': 3147, 'Multiplayer': 3118, 'Dungeon Crawler': 3087, 'Isometric': 3073, 'Character Customization': 3055, 'RPG': 3051, 'Inventory Management': 3026, 'Online Co-Op': 3026, 'Singleplayer': 3023, 'Action': 3008, 'PvP': 2980, 'Horror': 2972, 'Massively Multiplayer': 2234, 'Fantasy': 1432, 'Adventure': 1322}",PC Game of the Year 2013,[],False,[],,
238960,Path of Exile,2013-10-23,0,0.0,0,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play']",0,208341,25016,"{'Free to Play': 17278, 'Dark Fantasy': 3953, 'Action RPG': 3877, 'Hack and Slash': 3540, 'Loot': 3178, 'MMORPG': 3147, 'Multiplayer': 3118, 'Dungeon Crawler': 3087, 'Isometric': 3073, 'Character Customization': 3055, 'RPG': 3051, 'Inventory Management': 3026, 'Online Co-Op': 3026, 'Singleplayer': 3023, 'Action': 3008, 'PvP': 2980, 'Horror': 2972, 'Massively Multiplayer': 2234, 'Fantasy': 1432, 'Adventure': 1322}","Path of Exile was a great game in 2013, but a slew of free expansions have only made it better. It’s one of the best ARPGs out there, and absolutely the best value.","[{'expectation': 'best value', 'aspect': 'value'}]",True,"[{'aspect': 'value', 'sentiment': 'positive'}]",value,positive
394360,Hearts of Iron IV,2016-06-06,0,49.99,21,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Simulation', 'Strategy']",0,296016,32235,"{'Strategy': 3497, 'World War II': 2755, 'Grand Strategy': 2627, 'War': 2335, 'Historical': 2288, 'Military': 2052, 'Alternate History': 1755, 'Multiplayer': 1561, 'Simulation': 1328, 'Tactical': 1283, 'Real-Time with Pause': 1156, 'Singleplayer': 1152, 'RTS': 1127, 'Diplomacy': 1053, 'Sandbox': 853, 'Co-op': 763, 'Strategy RPG': 659, 'Open World': 644, 'Competitive': 641, 'Action': 608}","Hearts of Iron 4 wields complexity like a swift armor division during the blitzkrieg, allowing it to serve the idea of layered, cerebral, strategic warfare instead of letting it needlessly bog down the experience.","[{'expectation': 'strategic warfare', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
394360,Hearts of Iron IV,2016-06-06,0,49.99,21,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Simulation', 'Strategy']",0,296016,32235,"{'Strategy': 3497, 'World War II': 2755, 'Grand Strategy': 2627, 'War': 2335, 'Historical': 2288, 'Military': 2052, 'Alternate History': 1755, 'Multiplayer': 1561, 'Simulation': 1328, 'Tactical': 1283, 'Real-Time with Pause': 1156, 'Singleplayer': 1152, 'RTS': 1127, 'Diplomacy': 1053, 'Sandbox': 853, 'Co-op': 763, 'Strategy RPG': 659, 'Open World': 644, 'Competitive': 641, 'Action': 608}","It captivates me because—imperfectly, impressionistically, and perhaps a little amorally—it lets me orchestrate the most titanic armed struggles in history, from the fussy economic details to the cut-and-thrust of mechanized warfare. There are other great strategic-level wargames out there. But I have never played anything like Hearts of Iron 4","[{'expectation': 'armed struggles', 'aspect': 'gameplay'}, {'expectation': 'mechanized warfare', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
394360,Hearts of Iron IV,2016-06-06,0,49.99,21,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","['Simulation', 'Strategy']",0,296016,32235,"{'Strategy': 3497, 'World War II': 2755, 'Grand Strategy': 2627, 'War': 2335, 'Historical': 2288, 'Military': 2052, 'Alternate History': 1755, 'Multiplayer': 1561, 'Simulation': 1328, 'Tactical': 1283, 'Real-Time with Pause': 1156, 'Singleplayer': 1152, 'RTS': 1127, 'Diplomacy': 1053, 'Sandbox': 853, 'Co-op': 763, 'Strategy RPG': 659, 'Open World': 644, 'Competitive': 641, 'Action': 608}","For now, after many dozens of hours, I'm taking a break from Hearts of Iron 4. Not because I'm sick of it; quite the contrary, in fact. What I need to do is some serious reading, some careful planning on what my vision for the United States should be in 1936. And when I've done that planning — when I've formulated my character sheet, as it were — I have the utmost confidence that Hearts of Iron 4 will be ready for me to play a role in world affairs.","[{'expectation': 'role in world', 'aspect': 'story'}]",True,"[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
391540,Undertale,2015-09-15,0,9.99,1,"['Single-player', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'RPG']",0,246907,8407,"{'Great Soundtrack': 11721, 'Story Rich': 10640, 'Choices Matter': 9725, 'Multiple Endings': 9314, 'Pixel Graphics': 9258, 'Funny': 8716, 'RPG': 8424, 'Singleplayer': 8277, 'Indie': 7252, 'Comedy': 6104, '2D': 6081, 'Replay Value': 5468, 'Bullet Hell': 4759, 'Cute': 4559, 'Memes': 4055, 'Retro': 3665, 'Dark': 3092, 'Psychological Horror': 2863, 'Dating Sim': 2401, 'Horror': 1611}",The puzzles aren't particularly impressive.,[],False,[],,
391540,Undertale,2015-09-15,0,9.99,1,"['Single-player', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'RPG']",0,246907,8407,"{'Great Soundtrack': 11721, 'Story Rich': 10640, 'Choices Matter': 9725, 'Multiple Endings': 9314, 'Pixel Graphics': 9258, 'Funny': 8716, 'RPG': 8424, 'Singleplayer': 8277, 'Indie': 7252, 'Comedy': 6104, '2D': 6081, 'Replay Value': 5468, 'Bullet Hell': 4759, 'Cute': 4559, 'Memes': 4055, 'Retro': 3665, 'Dark': 3092, 'Psychological Horror': 2863, 'Dating Sim': 2401, 'Horror': 1611}",I have a couple of issues with the user interface.,[],False,[],,
391540,Undertale,2015-09-15,0,9.99,1,"['Single-player', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'RPG']",0,246907,8407,"{'Great Soundtrack': 11721, 'Story Rich': 10640, 'Choices Matter': 9725, 'Multiple Endings': 9314, 'Pixel Graphics': 9258, 'Funny': 8716, 'RPG': 8424, 'Singleplayer': 8277, 'Indie': 7252, 'Comedy': 6104, '2D': 6081, 'Replay Value': 5468, 'Bullet Hell': 4759, 'Cute': 4559, 'Memes': 4055, 'Retro': 3665, 'Dark': 3092, 'Psychological Horror': 2863, 'Dating Sim': 2401, 'Horror': 1611}","If there’s a criticism to be had, it’s that sometimes Toby Fox doesn’t know when to let a joke go.",[],False,[],,
2073850,THE FINALS,2023-12-07,0,0.0,9,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0,0,0,[],"n a year of groundbreaking video game releases, The Finals is yet another highlight.",[],False,[],,
2073850,THE FINALS,2023-12-07,0,0.0,9,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0,0,0,[],"The Finals is a fresh and exciting take on team based PVP shooters, featuring some of the best environmental destruction in any FPS.","[{'expectation': 'team based', 'aspect': 'community'}, {'expectation': 'environmental destruction', 'aspect': 'graphics'}]",True,"[{'aspect': 'community', 'sentiment': 'neutral'}, {'aspect': 'graphics', 'sentiment': 'positive'}]",community,neutral
2073850,THE FINALS,2023-12-07,0,0.0,9,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","['Action', 'Free To Play']",0,0,0,[],"The Finals stands out amongst its contemporaries thanks to its thrilling destruction, fast-paced gunplay, and anomalous approach to familiar objectives.","[{'expectation': 'familiar objectives', 'aspect': 'innovation'}]",True,"[{'aspect': 'innovation', 'sentiment': 'positive'}]",innovation,positive
1237970,Titanfall® 2,2020-06-18,0,29.99,5,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],0,238008,11478,"{'FPS': 1232, 'Mechs': 1013, 'Multiplayer': 1004, 'Shooter': 970, 'Singleplayer': 923, 'Action': 911, 'Parkour': 901, 'Sci-fi': 851, 'First-Person': 745, 'Futuristic': 717, 'PvP': 577, 'Combat': 500, 'Military': 494, 'Fast-Paced': 460, 'Team-Based': 360, 'Time Travel': 349, 'Hero Shooter': 299, 'Violent': 272, 'Co-op': 266, 'Gore': 183}","Titanfall 2 goes for feel above all else, and it feels fantastic",[],False,[],,
1237970,Titanfall® 2,2020-06-18,0,29.99,5,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],0,238008,11478,"{'FPS': 1232, 'Mechs': 1013, 'Multiplayer': 1004, 'Shooter': 970, 'Singleplayer': 923, 'Action': 911, 'Parkour': 901, 'Sci-fi': 851, 'First-Person': 745, 'Futuristic': 717, 'PvP': 577, 'Combat': 500, 'Military': 494, 'Fast-Paced': 460, 'Team-Based': 360, 'Time Travel': 349, 'Hero Shooter': 299, 'Violent': 272, 'Co-op': 266, 'Gore': 183}",The pinnacle of First Person Shooters,[],False,[],,
1237970,Titanfall® 2,2020-06-18,0,29.99,5,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",['Action'],0,238008,11478,"{'FPS': 1232, 'Mechs': 1013, 'Multiplayer': 1004, 'Shooter': 970, 'Singleplayer': 923, 'Action': 911, 'Parkour': 901, 'Sci-fi': 851, 'First-Person': 745, 'Futuristic': 717, 'PvP': 577, 'Combat': 500, 'Military': 494, 'Fast-Paced': 460, 'Team-Based': 360, 'Time Travel': 349, 'Hero Shooter': 299, 'Violent': 272, 'Co-op': 266, 'Gore': 183}",Titanfall 2 is a must play,[],False,[],,
