Unnamed: 0,appid,name,release_date,required_age,price,dlc_count,categories,genres,user_score,positive,negative,tags,review_text,explicit_expectations,has_explicit,expectations,ABSA_expectations,dominant_aspect,dominant_sentiment
327,386180,Crossout,2017-07-26,0,0.0,36,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet', 'Remote Play on TV']","['Action', 'Adventure', 'Massively Multiplayer', 'Racing', 'Free To Play']",0,47513,15646,"{'Third Person': 2422, 'Gun Customization': 2334, 'Free to Play': 1807, 'Vehicular Combat': 1804, 'Action': 1799, 'Crafting': 1795, 'Post-apocalyptic': 1791, 'Sandbox': 1783, 'Trading': 1776, 'PvE': 1775, 'PvP': 1773, 'Shooter': 1769, 'Online Co-Op': 1761, 'Multiplayer': 1758, 'Co-op': 1755, 'Combat': 1755, 'Building': 1746, 'Adventure': 1742, 'Loot': 1737, 'Economy': 1724}",Like if Mad Max and Twisted Metal had a baby in a sandbox,[],False,"[{'expectation': 'twisted metal', 'aspect': 'performance'}, {'expectation': 'baby in a sandbox', 'aspect': 'gameplay'}]","[{'aspect': 'performance', 'sentiment': 'negative'}, {'aspect': 'gameplay', 'sentiment': 'neutral'}]",performance,negative
330,206440,To the Moon,2012-09-07,0,9.99,5,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,76171,2943,"{'Story Rich': 1788, 'Great Soundtrack': 1405, 'Indie': 1348, 'Emotional': 950, 'RPGMaker': 827, 'Pixel Graphics': 728, 'Adventure': 694, 'Singleplayer': 649, 'Interactive Fiction': 554, 'Romance': 407, 'RPG': 387, 'Short': 350, '2D': 318, 'Funny': 262, 'Psychological': 243, 'Retro': 178, 'Cute': 173, 'Linear': 172, 'Casual': 162, 'Female Protagonist': 110}",How do I explain why it’s brilliant without spoiling what makes it so?,[],False,"[{'expectation': 'splash', 'aspect': 'performance'}]","[{'aspect': 'performance', 'sentiment': 'positive'}]",performance,positive
331,206440,To the Moon,2012-09-07,0,9.99,5,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,76171,2943,"{'Story Rich': 1788, 'Great Soundtrack': 1405, 'Indie': 1348, 'Emotional': 950, 'RPGMaker': 827, 'Pixel Graphics': 728, 'Adventure': 694, 'Singleplayer': 649, 'Interactive Fiction': 554, 'Romance': 407, 'RPG': 387, 'Short': 350, '2D': 318, 'Funny': 262, 'Psychological': 243, 'Retro': 178, 'Cute': 173, 'Linear': 172, 'Casual': 162, 'Female Protagonist': 110}","It’s simple, poignant, and full of heart.",[],False,"[{'expectation': 'full of heart', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
332,206440,To the Moon,2012-09-07,0,9.99,5,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,76171,2943,"{'Story Rich': 1788, 'Great Soundtrack': 1405, 'Indie': 1348, 'Emotional': 950, 'RPGMaker': 827, 'Pixel Graphics': 728, 'Adventure': 694, 'Singleplayer': 649, 'Interactive Fiction': 554, 'Romance': 407, 'RPG': 387, 'Short': 350, '2D': 318, 'Funny': 262, 'Psychological': 243, 'Retro': 178, 'Cute': 173, 'Linear': 172, 'Casual': 162, 'Female Protagonist': 110}",To the Moon is a game you must play.,[],False,"[{'expectation': 'game you must play', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
333,205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}","A big, shiny example of so much we keep asking for in games, but rarely get",[],False,"[{'expectation': 'so much we keep asking', 'aspect': 'story'}, {'expectation': 'rarely get', 'aspect': 'progression'}]","[{'aspect': 'story', 'sentiment': 'positive'}, {'aspect': 'progression', 'sentiment': 'positive'}]",story,positive
334,205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}",Nothing short of a masterpiece,[],False,"[{'expectation': 'masterpiece of art', 'aspect': 'graphics'}]","[{'aspect': 'graphics', 'sentiment': 'positive'}]",graphics,positive
335,205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}",A joy to play,[],False,"[{'expectation': 'joy to play', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
337,205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}",It will blow you away,[],False,"[{'expectation': 'blow you away', 'aspect': 'audio'}]","[{'aspect': 'audio', 'sentiment': 'positive'}]",audio,positive
338,205100,Dishonored,2012-10-08,17,9.99,5,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,79720,1929,"{'Stealth': 2792, 'First-Person': 1764, 'Assassin': 1663, 'Action': 1647, 'Steampunk': 1642, 'Singleplayer': 1446, 'Atmospheric': 1316, 'Story Rich': 1134, 'Multiple Endings': 990, 'Adventure': 955, 'Dark': 914, 'Magic': 861, 'Dystopian ': 771, 'FPS': 628, 'RPG': 593, 'Replay Value': 538, 'Immersive Sim': 498, 'Fantasy': 415, 'Open World': 344, 'Shooter': 207}","Bold, original and brilliant",[],False,"[{'expectation': 'original and brilliant', 'aspect': 'innovation'}]","[{'aspect': 'innovation', 'sentiment': 'positive'}]",innovation,positive
339,750920,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,65478,12498,"{'Adventure': 909, 'Action': 706, 'Female Protagonist': 583, 'Singleplayer': 552, 'Open World': 538, 'Third Person': 521, 'Story Rich': 507, 'Puzzle': 439, 'Stealth': 415, 'Action-Adventure': 408, 'Exploration': 375, 'Survival': 333, 'Violent': 254, 'Atmospheric': 245, 'Shooter': 231, 'Gore': 181, 'Great Soundtrack': 147, 'Multiplayer': 142, 'Dark': 130, 'Heist': 75}",The most ambitious in the modern trilogy,[],False,"[{'expectation': 'modern trilogy', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
340,750920,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,65478,12498,"{'Adventure': 909, 'Action': 706, 'Female Protagonist': 583, 'Singleplayer': 552, 'Open World': 538, 'Third Person': 521, 'Story Rich': 507, 'Puzzle': 439, 'Stealth': 415, 'Action-Adventure': 408, 'Exploration': 375, 'Survival': 333, 'Violent': 254, 'Atmospheric': 245, 'Shooter': 231, 'Gore': 181, 'Great Soundtrack': 147, 'Multiplayer': 142, 'Dark': 130, 'Heist': 75}",A must-play,[],False,"[{'expectation': 'must-play', 'aspect': 'community'}]","[{'aspect': 'community', 'sentiment': 'positive'}]",community,positive
341,750920,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,65478,12498,"{'Adventure': 909, 'Action': 706, 'Female Protagonist': 583, 'Singleplayer': 552, 'Open World': 538, 'Third Person': 521, 'Story Rich': 507, 'Puzzle': 439, 'Stealth': 415, 'Action-Adventure': 408, 'Exploration': 375, 'Survival': 333, 'Violent': 254, 'Atmospheric': 245, 'Shooter': 231, 'Gore': 181, 'Great Soundtrack': 147, 'Multiplayer': 142, 'Dark': 130, 'Heist': 75}",One of Lara Croft’s best modern adventures,[],False,"[{'expectation': 'modern adventures', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
342,905320,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,13045,4827,"{'Adventure': 442, 'Lara Croft': 377, 'Action': 336, 'Female Protagonist': 309, 'Third Person': 256, 'Singleplayer': 252, 'Story Rich': 238, 'Puzzle': 234, 'Open World': 234, 'Action-Adventure': 206, 'Stealth': 199, 'Exploration': 174, 'Survival': 164, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 68, 'Dark': 64, 'Heist': 44}",The most ambitious in the modern trilogy,[],False,"[{'expectation': 'modern trilogy', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
343,905320,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,13045,4827,"{'Adventure': 442, 'Lara Croft': 377, 'Action': 336, 'Female Protagonist': 309, 'Third Person': 256, 'Singleplayer': 252, 'Story Rich': 238, 'Puzzle': 234, 'Open World': 234, 'Action-Adventure': 206, 'Stealth': 199, 'Exploration': 174, 'Survival': 164, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 68, 'Dark': 64, 'Heist': 44}",A must-play,[],False,"[{'expectation': 'must-play', 'aspect': 'community'}]","[{'aspect': 'community', 'sentiment': 'positive'}]",community,positive
344,905320,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,13045,4827,"{'Adventure': 442, 'Lara Croft': 377, 'Action': 336, 'Female Protagonist': 309, 'Third Person': 256, 'Singleplayer': 252, 'Story Rich': 238, 'Puzzle': 234, 'Open World': 234, 'Action-Adventure': 206, 'Stealth': 199, 'Exploration': 174, 'Survival': 164, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 68, 'Dark': 64, 'Heist': 44}",One of Lara Croft’s best modern adventures,[],False,"[{'expectation': 'modern adventures', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
345,890030,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12819,4747,"{'Adventure': 437, 'Lara Croft': 377, 'Action': 334, 'Female Protagonist': 306, 'Third Person': 254, 'Singleplayer': 249, 'Story Rich': 236, 'Open World': 232, 'Puzzle': 231, 'Action-Adventure': 203, 'Stealth': 196, 'Exploration': 171, 'Survival': 162, 'Violent': 140, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",The most ambitious in the modern trilogy,[],False,"[{'expectation': 'modern trilogy', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
346,890030,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12819,4747,"{'Adventure': 437, 'Lara Croft': 377, 'Action': 334, 'Female Protagonist': 306, 'Third Person': 254, 'Singleplayer': 249, 'Story Rich': 236, 'Open World': 232, 'Puzzle': 231, 'Action-Adventure': 203, 'Stealth': 196, 'Exploration': 171, 'Survival': 162, 'Violent': 140, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",A must-play,[],False,"[{'expectation': 'must-play', 'aspect': 'community'}]","[{'aspect': 'community', 'sentiment': 'positive'}]",community,positive
347,890030,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12819,4747,"{'Adventure': 437, 'Lara Croft': 377, 'Action': 334, 'Female Protagonist': 306, 'Third Person': 254, 'Singleplayer': 249, 'Story Rich': 236, 'Open World': 232, 'Puzzle': 231, 'Action-Adventure': 203, 'Stealth': 196, 'Exploration': 171, 'Survival': 162, 'Violent': 140, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",One of Lara Croft’s best modern adventures,[],False,"[{'expectation': 'modern adventures', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
348,849160,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12888,4777,"{'Adventure': 439, 'Lara Croft': 378, 'Action': 336, 'Female Protagonist': 307, 'Third Person': 255, 'Singleplayer': 250, 'Story Rich': 236, 'Open World': 233, 'Puzzle': 232, 'Action-Adventure': 204, 'Stealth': 198, 'Exploration': 172, 'Survival': 163, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",The most ambitious in the modern trilogy,[],False,"[{'expectation': 'modern trilogy', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
349,849160,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12888,4777,"{'Adventure': 439, 'Lara Croft': 378, 'Action': 336, 'Female Protagonist': 307, 'Third Person': 255, 'Singleplayer': 250, 'Story Rich': 236, 'Open World': 233, 'Puzzle': 232, 'Action-Adventure': 204, 'Stealth': 198, 'Exploration': 172, 'Survival': 163, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",A must-play,[],False,"[{'expectation': 'must-play', 'aspect': 'community'}]","[{'aspect': 'community', 'sentiment': 'positive'}]",community,positive
350,849160,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12888,4777,"{'Adventure': 439, 'Lara Croft': 378, 'Action': 336, 'Female Protagonist': 307, 'Third Person': 255, 'Singleplayer': 250, 'Story Rich': 236, 'Open World': 233, 'Puzzle': 232, 'Action-Adventure': 204, 'Stealth': 198, 'Exploration': 172, 'Survival': 163, 'Violent': 141, 'Atmospheric': 116, 'Shooter': 102, 'Gore': 90, 'Great Soundtrack': 67, 'Dark': 64, 'Heist': 44}",One of Lara Croft’s best modern adventures,[],False,"[{'expectation': 'modern adventures', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
351,849200,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12657,4677,"{'Adventure': 427, 'Lara Croft': 369, 'Action': 327, 'Female Protagonist': 298, 'Third Person': 250, 'Singleplayer': 243, 'Story Rich': 230, 'Open World': 227, 'Puzzle': 222, 'Action-Adventure': 199, 'Stealth': 192, 'Exploration': 164, 'Survival': 157, 'Violent': 138, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 89, 'Great Soundtrack': 66, 'Dark': 62, 'Heist': 44}",The most ambitious in the modern trilogy,[],False,"[{'expectation': 'modern trilogy', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
352,849200,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12657,4677,"{'Adventure': 427, 'Lara Croft': 369, 'Action': 327, 'Female Protagonist': 298, 'Third Person': 250, 'Singleplayer': 243, 'Story Rich': 230, 'Open World': 227, 'Puzzle': 222, 'Action-Adventure': 199, 'Stealth': 192, 'Exploration': 164, 'Survival': 157, 'Violent': 138, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 89, 'Great Soundtrack': 66, 'Dark': 62, 'Heist': 44}",A must-play,[],False,"[{'expectation': 'must-play', 'aspect': 'community'}]","[{'aspect': 'community', 'sentiment': 'positive'}]",community,positive
353,849200,Shadow of the Tomb Raider: Definitive Edition,2018-09-14,17,0.0,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure']",0,12657,4677,"{'Adventure': 427, 'Lara Croft': 369, 'Action': 327, 'Female Protagonist': 298, 'Third Person': 250, 'Singleplayer': 243, 'Story Rich': 230, 'Open World': 227, 'Puzzle': 222, 'Action-Adventure': 199, 'Stealth': 192, 'Exploration': 164, 'Survival': 157, 'Violent': 138, 'Atmospheric': 116, 'Shooter': 101, 'Gore': 89, 'Great Soundtrack': 66, 'Dark': 62, 'Heist': 44}",One of Lara Croft’s best modern adventures,[],False,"[{'expectation': 'modern adventures', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
354,460950,Katana ZERO,2019-04-18,0,14.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']",0,68261,1365,"{'Pixel Graphics': 1112, 'Action': 925, 'Great Soundtrack': 872, 'Story Rich': 863, 'Platformer': 794, 'Cyberpunk': 754, '2D Platformer': 679, 'Indie': 647, '2D': 583, 'Hack and Slash': 581, 'Fast-Paced': 549, 'Violent': 515, 'Difficult': 498, 'Singleplayer': 484, 'Time Manipulation': 430, 'Gore': 412, 'Ninja': 407, 'Retro': 394, 'Noir': 278, 'Sci-fi': 261}","Katana Zero remains bleak, beautiful, bloody, and brilliant.",[],False,"[{'expectation': 'beautiful, bloody', 'aspect': 'blood'}, {'expectation': 'brilliant', 'aspect': 'graphics'}]","[{'aspect': 'blood', 'sentiment': 'negative'}, {'aspect': 'graphics', 'sentiment': 'positive'}]",blood,negative
355,460950,Katana ZERO,2019-04-18,0,14.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Indie']",0,68261,1365,"{'Pixel Graphics': 1112, 'Action': 925, 'Great Soundtrack': 872, 'Story Rich': 863, 'Platformer': 794, 'Cyberpunk': 754, '2D Platformer': 679, 'Indie': 647, '2D': 583, 'Hack and Slash': 581, 'Fast-Paced': 549, 'Violent': 515, 'Difficult': 498, 'Singleplayer': 484, 'Time Manipulation': 430, 'Gore': 412, 'Ninja': 407, 'Retro': 394, 'Noir': 278, 'Sci-fi': 261}",Katana ZERO is a veritable wonder.,[],False,"[{'expectation': 'veritable wonder', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
357,363970,Clicker Heroes,2015-05-13,0,0.0,6,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Free To Play']",0,54794,6281,"{'Clicker': 2065, 'Idler': 1381, 'Casual': 1363, '2D': 1359, 'Management': 1353, 'Free to Play': 1351, 'Indie': 1349, 'Funny': 1341, 'Strategy': 704, 'Multiplayer': 701, 'RPG': 688, 'Fantasy': 682, 'Family Friendly': 680, 'Adventure': 674, 'Simulation': 671, 'Touch-Friendly': 667, 'Singleplayer': 661, 'Action': 661, 'Addictive': 285, 'Illuminati': 282}",You won't be able to stop clicking,[],False,"[{'expectation': 'stop clicking', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
358,282070,This War of Mine,2014-11-14,0,19.99,8,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'Simulation']",0,93611,7180,"{'Survival': 2829, 'War': 1515, 'Atmospheric': 1325, 'Singleplayer': 1230, 'Strategy': 1213, 'Choices Matter': 1066, 'Simulation': 1044, 'Crafting': 979, 'Base-Building': 969, 'Resource Management': 920, 'Post-apocalyptic': 814, 'Management': 805, 'Story Rich': 801, 'Indie': 772, 'Emotional': 757, 'Realistic': 743, '2.5D': 715, 'Psychological': 712, 'Drama': 710, 'Stealth': 704}","This War of Mine is a gripping survival sim, and a great study of survival during wartime and civil collapse.",[],False,"[{'expectation': 'gritping survival', 'aspect': 'gameplay'}, {'expectation': 'civil collapse', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
359,282070,This War of Mine,2014-11-14,0,19.99,8,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie', 'Simulation']",0,93611,7180,"{'Survival': 2829, 'War': 1515, 'Atmospheric': 1325, 'Singleplayer': 1230, 'Strategy': 1213, 'Choices Matter': 1066, 'Simulation': 1044, 'Crafting': 979, 'Base-Building': 969, 'Resource Management': 920, 'Post-apocalyptic': 814, 'Management': 805, 'Story Rich': 801, 'Indie': 772, 'Emotional': 757, 'Realistic': 743, '2.5D': 715, 'Psychological': 712, 'Drama': 710, 'Stealth': 704}","This War of Mine shows the horrors of war in a way, that we rarely can experience in a game.",[],False,"[{'expectation': 'horrors of war', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
361,304430,INSIDE,2016-07-07,0,19.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,63884,2044,"{'2.5D': 1224, 'Puzzle-Platformer': 1126, 'Atmospheric': 1119, 'Dark': 1101, 'Story Rich': 1085, 'Cinematic': 1077, 'Horror': 1074, 'Indie': 1073, 'Singleplayer': 1068, 'Adventure': 1061, 'Multiple Endings': 1041, '2D Platformer': 1029, 'Platformer': 1024, 'Minimalist': 1023, 'Puzzle': 1022, 'Ambient': 1022, 'Action-Adventure': 1021, 'Narrative': 1018, 'Controller': 1017, 'Action': 1005}","MASTERPIECE! Inside is a 2D puzzle platformer that builds upon what made Limbo great, and in fact builds something greater.",[],False,"[{'expectation': '2D puzzle', 'aspect': 'gameplay'}, {'expectation': 'greatest possible level', 'aspect': 'progression'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'progression', 'sentiment': 'positive'}]",gameplay,positive
